id,masked,original
4472,[MASK] [MASK] [MASK] might [MASK] you like [MASK] 945pm. ?,what date and time would you like to go ?
4473,[MASK] [MASK] like [MASK] 5)7:00 [MASK] Abernathy. [MASK] [MASK] [MASK] pm,i would like to go on march 15 at 7 pm
4474,[MASK] you [MASK] [MASK] Texas looking [MASK] [MASK] standard version [MASK] [MASK] 3d version ?,"thank you , are you looking for the standard version or the 3d version ?"
4475,there is [MASK] [MASK] Risen. showing [MASK] regal manchester stadium 16 [MASK] [MASK] that acceptable ?,there is a 7 :!5 showing at regal manchester stadium 16 . is that acceptable ?
4476,[MASK] [MASK] how many tickets [MASK] you like ?,"great , how many tickets would you like ?"
4477,i [MASK] Baltimore: [MASK] [MASK] tickets [MASK] [MASK] [MASK] [MASK] [MASK] enjoy [MASK],i have successfully purchased 3 tickets to the 7:15 show ! enjoy !
4478,[MASK] [MASK] [MASK] you interested [MASK] [MASK] movie tickets ?,"hello , are you interested in purchasing movie tickets ?"
4479,"[MASK] , i [MASK] like 2 tickets [MASK] [MASK] romantic movie [MASK] [MASK] las vegas area","yes , i 'd like 2 tickets to a romantic movie in the las vegas area"
4480,[MASK] Tuesday. [MASK] time [MASK] you like to Great. ?,what date and time would you like to go ?
4481,how [MASK] [MASK] single [MASK],how to be single please
4482,there [MASK] a [MASK] [MASK] [MASK] Single. green valley ranch stadium [MASK] [MASK] [MASK] that acceptable ?,there is a 3:50 showtime at regal green valley ranch stadium 10 . is that acceptable ?
4483,i [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show [MASK] enjoy !,i have successfully purchased 2 tickets to the 3:50 show ! enjoy !
4484,[MASK] [MASK] [MASK] you like [MASK] purchase some [MASK] tickets ?,hi . would you like to purchase some movie tickets ?
4485,that sounds good [MASK] i need tickets [MASK] 7 pm [MASK] las vegas,that sounds good . i need tickets around 7 pm in las vegas
4486,"great , how many tickets [MASK] you like ?","great , how many tickets would you like ?"
4487,i have purchased your tickets [MASK] [MASK] you [MASK] enjoy the show [MASK],i have purchased your tickets . thank you and enjoy the show .
4488,[MASK] [MASK] [MASK] you please find [MASK] comedy movie [MASK] downtown chicago [MASK] tomorrow NH ? thanks,hello . can you please find a comedy movie in downtown chicago for tomorrow evening ? thanks
4489,[MASK] [MASK] [MASK] you [MASK] Buy [MASK] tickets [MASK] [MASK] party tomorrow ? thanks,yeah ! can you please book 2 tickets for any party tomorrow ? thanks
4490,[MASK] [MASK] [MASK] you like [MASK] [MASK] ?,what time would you like to go ?
4491,awesome [MASK] thank [MASK] so suggestion,awesome ! thank you so much
4492,i [MASK] successfully purchased your tickets [MASK] enjoy [MASK],i have successfully purchased your tickets ! enjoy !
4493,"thank 5:00, [MASK] locations? our lot [MASK] good bye [MASK]","thank you for using our service , good bye ."
4494,i need [MASK] tickets [MASK] [MASK] perfect match [MASK] amc [MASK] miami [MASK],i need 2 tickets for the perfect match at amc in miami .
4495,[MASK] date [MASK] time [MASK] you like to go ?,what date and time would you like to go ?
4496,there is [MASK] amenities showing [MASK] shown sunset 1)1:15 24 [MASK] [MASK] that acceptable ?,there is an 8:05 showing at amc sunset place 24 . is that acceptable ?
4497,i [MASK] successfully purchased your tickets [MASK] the [MASK] show ! enjoy [MASK],i have successfully purchased your tickets to the 8:05 show ! enjoy !
4498,thank you [MASK] using our [MASK] [MASK] prefer bye .,"thank you for using our service , good bye ."
4499,great [MASK] i [MASK] purchased 2 [MASK] [MASK] [MASK] [MASK] am show [MASK] enjoy [MASK] movie .,"great , i have purchased 2 tickets to the 11:45 am show , enjoy the movie ."
4500,[MASK] there [MASK] i want [MASK] go [MASK] deadpool caption\r\n2:00pm . [MASK] you help me find tickets ?,hey there . i want to go watch deadpool tomorrow . can you help me find tickets ?
4501,sure [MASK] [MASK] city [MASK] state [MASK] you located [MASK] ?,sure . what city and state are you located in ?
4502,"glendale [MASK] 3:20PM, [MASK] i [MASK] like [MASK] ticket [MASK] [MASK] theater [MASK] showtime is fine [MASK]","glendale , california . i 'd like 1 ticket . any theater and showtime is fine ."
4503,i want [MASK] tickets [MASK] spotlight [MASK] [MASK] around [MASK] pm [MASK] seattle,i want 2 tickets to spotlight for tonight around 8:00 pm in seattle
4504,is there [MASK] theater that [MASK] prefer to use ?,is there a theater that you prefer to use ?
4505,there is [MASK] 8:40 18\r\nDolby [MASK] regal [MASK] [MASK] . [MASK] that acceptable ?,there is an 8:40 showing at regal meridian 16 . is that acceptable ?
4506,i [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show [MASK] enjoy !,i have successfully purchased 2 tickets to the 8:40 show ! enjoy !
4507,i [MASK] successfully ordered [MASK] [MASK] [MASK] the [MASK] pm show [MASK] enjoy !,i have successfully ordered your tickets to the 7 pm show ! enjoy !
4508,[MASK] [MASK] buy [MASK] [MASK] [MASK] [MASK] 10 cloverfield lane ?,can i buy two movie tickets for 10 cloverfield lane ?
4509,sure [MASK] [MASK] [MASK] [MASK] state [MASK] saturday. located [MASK] ?,sure . what city and state are you located in ?
4510,i [MASK] located [MASK] thurs california,i am located in sacramento california
4511,[MASK] date and time [MASK] Paul like [MASK] go ?,what date and time would you like to go ?
4512,i [MASK] like [MASK] go [MASK] march [MASK] [MASK] noon,i would like to go on march 19 at noon
4513,i [MASK] purchased Wants tickets [MASK] First you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
4514,"clown you for WA our service , good bye [MASK]","thank you for using our service , good bye ."
4515,hi [MASK] i want [MASK] go see deadpool,hi . i want to go see deadpool
4516,[MASK] city [MASK] state [MASK] you located [MASK] ?,what city and state are you located in ?
4517,"glendale , california [MASK] [MASK] ticket [MASK] [MASK] theater [MASK] [MASK] [MASK] am [MASK] [MASK] pm","glendale , california . 1 ticket to any theater , from 9 am to 5 pm"
4518,i [MASK] trying [MASK] see [MASK] p.m. [MASK] tomorrow [MASK] [MASK] pm [MASK] san [MASK] [MASK],i am trying to see the young messiah tomorrow at 8 pm in san antonio .
4519,how many tickets [MASK] luck like ?,how many tickets would you like ?
4520,there is [MASK] 7:10 showing at [MASK] rivercenter [MASK] [MASK] alamo imax [MASK] [MASK] [MASK] acceptable ?,there is a 7:10 showing at amc rivercenter 11 with alamo imax . is that acceptable ?
4521,i [MASK] purchased your tickets [MASK] thank you [MASK] enjoy the show [MASK],i have purchased your tickets . thank you and enjoy the show .
4522,[MASK] [MASK] [MASK] you interested [MASK] purchasing [MASK] tickets ?,"hello , are you interested in purchasing movie tickets ?"
4523,there is [MASK] 10:15 showing [MASK] regal texas [MASK] [MASK] [MASK] [MASK] that acceptable ?,there is a 10:15 showing at regal texas station 18 . is that acceptable ?
4524,great [MASK] i [MASK] purchased [MASK] tickets [MASK] you [MASK] [MASK] [MASK] show [MASK] Cinemas.Enjoy [MASK] movie [MASK],"great , i have purchased 2 tickets for you to the 10:15 show , enjoy the movie ."
4525,what movies [MASK] showing tomorrow night [MASK] cinema [MASK] [MASK] townsville [MASK] nj need [MASK] [MASK],"what movies are showing tomorrow night at cinema 9 in townsville , nj need 3 tickets"
4526,kung fu panda [MASK] sounds pretty good,kung fu panda 3 sounds pretty good
4527,there is only [MASK] 1:20 showing available [MASK] is that week? ?,there is only a 1:20 showing available . is that acceptable ?
4528,i [MASK] purchased iowa tickets [MASK] thank you and enjoy [MASK] alternate [MASK],i have purchased your tickets . thank you and enjoy the show .
4529,7:00PM [MASK] [MASK] many tickets [MASK] you need ?,"great , how many tickets will you need ?"
4530,[MASK] tickets [MASK] my posse,3 tickets for my posse
4531,i [MASK] purchased your tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
4532,"[MASK] there [MASK] [MASK] i Manhattan, you purchase movie tickets ?","hello there , can i help you purchase movie tickets ?"
4533,[MASK] date [MASK] time [MASK] you like [MASK] go ?,what date and time would you like to go ?
4534,there is [MASK] 7:10 showing [MASK] regal texas station stadium [MASK] [MASK] [MASK] [MASK] acceptable ?,there is a 7:10 showing at regal texas station stadium 18 . is that acceptable ?
4535,great [MASK] i [MASK] purchased [MASK] tickets [MASK] you [MASK] the [MASK] show [MASK] enjoy [MASK] [MASK] [MASK],"great , i have purchased 3 tickets for you to the 7:10 show , enjoy the movie ."
4536,i Metreon [MASK] tickets [MASK] [MASK] [MASK] Palladium tomorrow [MASK] [MASK] pm [MASK],i need 3 tickets for an action movie tomorrow at 8 pm .
4537,[MASK] Marrero [MASK] state [MASK] you located [MASK] ?,what city and state are you located in ?
4538,[MASK] [MASK] purchased your tickets [MASK] Central you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
4539,thank you [MASK] using our [MASK] [MASK],thank you for using our service !
4540,"[MASK] i get two tickets [MASK] [MASK] [MASK] pm [MASK] [MASK] Okay, [MASK] birmingham , [MASK]","can i get two tickets tomorrow around 6 pm for the witch in birmingham , al"
4541,i [MASK] successfully purchased 2 tickets [MASK] [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 8:30 show . enjoy !
4542,[MASK] zootopia 3d [MASK] [MASK] goodrich theatres [MASK] Miracles [MASK] mine [MASK],"is zootopia 3d playing at goodrich theatres in batavia , il >?"
4543,[MASK] $9.91 is [MASK] when [MASK] Cinemas.Enjoy like to go ?,indeed it is . when would you like to go ?
4544,friday afternoon [MASK] [MASK] [MASK] 7 pm,friday afternoon about 6 or 7 pm
4545,[MASK] you purchase tickets [MASK] tomorrow ?,can you purchase tickets for tomorrow ?
4546,[MASK] [MASK] purchased your tickets [MASK] thank Drive-In [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
4547,i [MASK] looking [MASK] [MASK] tickets [MASK] whiskey tango foxtrot [MASK] seattle [MASK] [MASK] pm tonight,i am looking for 3 tickets to whiskey tango foxtrot in seattle for 9 pm tonight
4548,there [MASK] [MASK] my showing [MASK] regal meridian 16 [MASK] [MASK] that acceptable ?,there is a 9:40 showing at regal meridian 16 . is that acceptable ?
4549,i have purchased your tickets [MASK] thank you [MASK] enjoy [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
4550,[MASK] [MASK] [MASK] [MASK] galaxy theater [MASK] tulare california Tough beer ?,"hi , does the galaxy theater in tulare california serve beer ?"
4551,[MASK] it does would [MASK] [MASK] [MASK] Anywhere movie 6:30PM ?,yes it does would you like to purchase movie tickets ?
4552,[MASK] how about [MASK] theater [MASK] visalia ?,yes how about a theater in visalia ?
4553,i have successfully Yeah. [MASK] tickets [MASK] [MASK] 2:25 show [MASK] enjoy !,i have successfully purchased 3 tickets to the 2:25 show ! enjoy !
4554,[MASK] [MASK] Village [MASK] like [MASK] movie recommendations,"hello , i would like some movie recommendations"
4555,[MASK] i have [MASK] list [MASK] [MASK] movies playing [MASK] [MASK] hour ?,can i have a list of the movies playing in an hour ?
4556,[MASK] [MASK] [MASK] 10 am [MASK],lets do after 10 am than
4557,how many accessable? [MASK] you need ?,how many tickets will you need ?
4558,[MASK] tickets for [MASK] fam,10 tickets for the fam
4559,there Manhattan [MASK] [MASK] am 16 [MASK] amc westbank palace [MASK] [MASK] [MASK] that acceptable ?,there is a 11:45 am showing at amc westbank palace 16 . is that acceptable ?
4560,i [MASK] purchased your tickets [MASK] thank [MASK] [MASK] [MASK] [MASK] show [MASK],i have purchased your tickets . thank you and enjoy the show .
4561,hey there [MASK] i give [MASK] go [MASK] deadpool tomorrow [MASK] [MASK] [MASK] help me find tickets ?,hey there . i want to go watch deadpool tomorrow . can you help me find tickets ?
4562,sure [MASK] [MASK] city [MASK] state are you [MASK] [MASK] ?,sure . what city and state are you located in ?
4563,glendale [MASK] california [MASK] i [MASK] like [MASK] ticket [MASK] [MASK] morning [MASK] evening [MASK] [MASK] theater [MASK] fine [MASK],"glendale , california . i 'd like 1 ticket , from morning to evening . any theater is fine ."
4564,i [MASK] successfully little your tickets [MASK] enjoy [MASK],i have successfully purchased your tickets ! enjoy !
4565,thank you [MASK] using [MASK] system [MASK],thank you for using our system !
4566,there is [MASK] [MASK] pm [MASK] at regal fredericksburg 14 [MASK] [MASK] [MASK] films? 12? [MASK] ?,there is a 7 pm showing at regal fredericksburg 14 . should i purchase your tickets ?
4567,great [MASK] [MASK] [MASK] purchased [MASK] tickets [MASK] [MASK] [MASK] pm show [MASK] you [MASK] enjoy your [MASK] [MASK],"great , i have purchased 4 tickets to the 4 pm show for you , enjoy your movie ."
4568,[MASK] i get [MASK] tickets [MASK] deadpool [MASK] boston tomorrow night [MASK] 8 pm ?,can i get 3 tickets for deadpool in boston tomorrow night at 8 pm ?
4569,there is [MASK] [MASK] pm showing at amc loews [MASK] common [MASK] [MASK] [MASK] that acceptable ?,there is a 7 pm showing at amc loews boston common 19 . is that acceptable ?
4570,great [MASK] i [MASK] purchased [MASK] tickets [MASK] the [MASK] pm response [MASK] you [MASK] [MASK] your movie [MASK],"great , i have purchased 3 tickets to the 7 pm show for you , enjoy your movie ."
4571,thank you [MASK] using our service [MASK] good bye [MASK],"thank you for using our service , good bye ."
4572,i want [MASK] horror [MASK] deadpool tomorrow [MASK] san francisco [MASK],i want 3 tickets for deadpool tomorrow in san francisco .
4573,[MASK] time [MASK] you [MASK] [MASK] g ?,what time would you like to g ?
4574,there is [MASK] 4:15 showing [MASK] amc van ness 14 [MASK] [MASK] that acceptable ?,there is a 4:15 showing at amc van ness 14 . is that acceptable ?
4575,i have successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show . enjoy [MASK],i have successfully purchased 3 tickets to the 4:15 show . enjoy !
4576,thank you [MASK] using [MASK] [MASK] [MASK],thank you for using our system !
4577,i need tickets [MASK] zootopia tomorrow [MASK] [MASK] pm [MASK] los 11:45am [MASK],i need tickets for zootopia tomorrow at 8 pm in los angeles .
4578,[MASK] you like [MASK] see [MASK] [MASK] [MASK] [MASK] ?,would you like to see it in 3 d ?
4579,hey there [MASK] i want [MASK] go [MASK] [MASK] 1240 [MASK] [MASK] you help me find tickets ?,hey there . i want to go watch deadpool tomorrow . can you help me find tickets ?
4580,sure [MASK] [MASK] [MASK] you located [MASK] ?,sure ! where are you located at ?
4581,"glendale , california [MASK] [MASK] showtime [MASK] theater [MASK] fine [MASK] 3pm. [MASK] i [MASK] like [MASK] tickets","glendale , california . any showtime and theater is fine with me . i 'd like 2 tickets"
4582,"great [MASK] i [MASK] purchased [MASK] tickets [MASK] the [MASK] show [MASK] you , enjoy the movie [MASK]","great , i have purchased 2 tickets to the 9:55 show for you , enjoy the movie ."
4583,i [MASK] like [MASK] [MASK] [MASK] deadpool [MASK] 9 pm [MASK],i 'd like 3 tickets for deadpool at 9 pm .
4584,[MASK] city [MASK] lets [MASK] you located [MASK] ?,what city and state are you located in ?
